loss,created_at,avg_val_loss,learning_rate,epoch
"tensor(0.1164, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:53:54.402986,,,
"tensor(0.1602, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:53:54.833272,,,
,2021-02-28 17:53:55.999267,0.12076900899410248,0.0005,245.0
"tensor(0.1105, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:53:58.450890,,,
"tensor(0.1179, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:53:58.770082,,,
"tensor(0.1410, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:53:59.043234,,,
"tensor(0.1676, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:53:59.287123,,,
"tensor(0.1392, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:53:59.564067,,,
"tensor(0.1917, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:53:59.874161,,,
"tensor(0.1224, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:00.116476,,,
"tensor(0.1012, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:00.386573,,,
"tensor(0.1280, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:00.659725,,,
"tensor(0.1415, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:00.901179,,,
"tensor(0.1357, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:01.158113,,,
"tensor(0.1120, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:01.431036,,,
"tensor(0.1183, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:01.925396,,,
,2021-02-28 17:54:03.146588,0.1328509896993637,0.0005,246.0
"tensor(0.1457, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:05.629296,,,
"tensor(0.2289, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:05.982055,,,
"tensor(0.1166, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:06.220751,,,
"tensor(0.1678, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:06.478964,,,
"tensor(0.1366, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:06.753827,,,
"tensor(0.1155, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:07.038592,,,
"tensor(0.1565, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:07.311851,,,
"tensor(0.1264, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:07.570498,,,
"tensor(0.1131, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:07.867589,,,
"tensor(0.1309, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:08.146599,,,
"tensor(0.1310, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:08.418399,,,
"tensor(0.1018, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:08.699265,,,
"tensor(0.1689, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:09.141606,,,
,2021-02-28 17:54:10.324321,0.14152462780475616,0.0005,247.0
"tensor(0.1424, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:12.815632,,,
"tensor(0.0896, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:13.135241,,,
"tensor(0.1712, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:13.406081,,,
"tensor(0.1384, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:13.688819,,,
"tensor(0.1069, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:13.992787,,,
"tensor(0.1273, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:14.299821,,,
"tensor(0.2050, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:14.578588,,,
"tensor(0.1302, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:14.875912,,,
"tensor(0.1411, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:15.130283,,,
"tensor(0.1946, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:15.391034,,,
"tensor(0.1286, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:15.636589,,,
"tensor(0.1567, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:15.906020,,,
"tensor(0.1415, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:16.448954,,,
,2021-02-28 17:54:17.718487,0.14412705600261688,0.0005,248.0
"tensor(0.1479, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:20.329227,,,
"tensor(0.0911, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:20.659558,,,
"tensor(0.1133, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:20.942685,,,
"tensor(0.1295, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:21.224005,,,
"tensor(0.1050, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:21.473097,,,
"tensor(0.1178, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:21.753672,,,
"tensor(0.1167, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:22.042654,,,
"tensor(0.1374, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:22.366948,,,
"tensor(0.1437, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:22.637033,,,
"tensor(0.1019, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:22.893301,,,
"tensor(0.0957, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:23.160282,,,
"tensor(0.1407, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:23.409011,,,
"tensor(0.0824, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:23.833666,,,
,2021-02-28 17:54:24.770355,0.11716113239526749,0.0005,249.0
"tensor(0.1226, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:27.292532,,,
"tensor(0.1172, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:27.649734,,,
"tensor(0.0851, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:27.929642,,,
"tensor(0.1075, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:28.210605,,,
"tensor(0.1387, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:28.494080,,,
"tensor(0.0994, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:28.735981,,,
"tensor(0.1447, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:28.981199,,,
"tensor(0.1092, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:29.248296,,,
"tensor(0.0889, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:29.535155,,,
"tensor(0.1185, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:29.851309,,,
"tensor(0.1372, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:30.120888,,,
"tensor(0.1132, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:30.416697,,,
"tensor(0.1337, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:30.892653,,,
,2021-02-28 17:54:31.797791,0.11660213023424149,0.0005,250.0
"tensor(0.1468, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:34.341683,,,
"tensor(0.1212, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:34.639149,,,
"tensor(0.1434, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:34.894337,,,
"tensor(0.1148, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:35.168491,,,
"tensor(0.1081, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:35.424255,,,
"tensor(0.1348, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:35.733017,,,
"tensor(0.1384, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:35.995431,,,
"tensor(0.0714, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:36.285064,,,
"tensor(0.2011, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:36.542391,,,
"tensor(0.1317, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:36.790125,,,
"tensor(0.1259, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:37.075650,,,
"tensor(0.0982, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:37.343187,,,
"tensor(0.1144, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:37.855633,,,
,2021-02-28 17:54:38.977050,0.12692995369434357,0.0005,251.0
"tensor(0.0936, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:41.504285,,,
"tensor(0.1098, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:41.861257,,,
"tensor(0.1122, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:42.148556,,,
"tensor(0.1063, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:42.445156,,,
"tensor(0.0835, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:42.729204,,,
"tensor(0.1812, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:42.984714,,,
"tensor(0.1158, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:43.228576,,,
"tensor(0.0897, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:43.498324,,,
"tensor(0.0748, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:43.831544,,,
"tensor(0.1315, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:44.125216,,,
"tensor(0.1076, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:44.366167,,,
"tensor(0.0929, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:44.626023,,,
"tensor(0.0814, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:45.085896,,,
,2021-02-28 17:54:46.317278,0.10618339478969574,0.0005,252.0
"tensor(0.0918, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:48.920083,,,
"tensor(0.0775, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:49.253641,,,
"tensor(0.0918, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:49.532207,,,
"tensor(0.1197, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:49.863308,,,
"tensor(0.0922, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:50.171044,,,
"tensor(0.0843, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:50.428411,,,
"tensor(0.1148, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:50.687702,,,
"tensor(0.1123, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:50.952786,,,
"tensor(0.1013, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:51.235611,,,
"tensor(0.0900, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:51.508912,,,
"tensor(0.1144, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:51.777030,,,
"tensor(0.0782, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:52.042630,,,
"tensor(0.0799, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:52.502358,,,
,2021-02-28 17:54:53.680088,0.09601539373397827,0.0005,253.0
"tensor(0.0988, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:56.343380,,,
"tensor(0.0949, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:56.645385,,,
"tensor(0.1027, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:56.918292,,,
"tensor(0.0923, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:57.194341,,,
"tensor(0.0927, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:57.494597,,,
"tensor(0.1435, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:57.747761,,,
"tensor(0.1000, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:58.003677,,,
"tensor(0.0797, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:58.313167,,,
"tensor(0.1004, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:58.610578,,,
"tensor(0.1049, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:58.898936,,,
"tensor(0.0649, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:59.188303,,,
"tensor(0.0994, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:59.491848,,,
"tensor(0.1394, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:54:59.927791,,,
,2021-02-28 17:55:00.967357,0.10105031728744507,0.0005,254.0
"tensor(0.1046, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:55:03.572514,,,
"tensor(0.1217, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:55:03.866258,,,
"tensor(0.1156, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:55:04.148459,,,
"tensor(0.1168, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:55:04.410627,,,
"tensor(0.1109, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:55:04.674414,,,
"tensor(0.0969, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:55:04.942910,,,
"tensor(0.0992, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:55:05.229844,,,
"tensor(0.1216, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:55:05.522128,,,
"tensor(0.1047, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:55:05.781332,,,
"tensor(0.0937, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:55:06.047701,,,
"tensor(0.1404, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:55:06.312342,,,
"tensor(0.0755, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:55:06.578268,,,
"tensor(0.0892, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:55:07.010003,,,
,2021-02-28 17:55:08.276699,0.1069822683930397,0.0005,255.0
"tensor(0.0942, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:55:10.966260,,,
"tensor(0.1326, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:55:11.283706,,,
"tensor(0.0802, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:55:11.584160,,,
"tensor(0.0925, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:55:11.862921,,,
"tensor(0.0899, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:55:12.153501,,,
"tensor(0.0852, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:55:12.434526,,,
"tensor(0.1052, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:55:12.695700,,,
"tensor(0.0835, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:55:12.985645,,,
"tensor(0.1040, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:55:13.261209,,,
"tensor(0.1004, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:55:13.569618,,,
"tensor(0.1016, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:55:13.834272,,,
"tensor(0.0880, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:55:14.121103,,,
"tensor(0.1102, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:55:14.558542,,,
,2021-02-28 17:55:15.869895,0.09749939292669296,0.0005,256.0
"tensor(0.1210, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:55:18.542577,,,
"tensor(0.0871, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:55:18.872144,,,
"tensor(0.1299, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:55:19.203963,,,
"tensor(0.1019, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:55:19.495721,,,
"tensor(0.0722, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:55:19.757886,,,
"tensor(0.1345, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:55:20.034103,,,
"tensor(0.1353, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:55:20.301678,,,
"tensor(0.1000, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:55:20.596948,,,
"tensor(0.0961, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:55:20.872132,,,
"tensor(0.0906, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:55:21.200583,,,
"tensor(0.0841, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:55:21.511398,,,
"tensor(0.1059, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:55:21.791210,,,
"tensor(0.1179, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:55:22.260377,,,
,2021-02-28 17:55:23.149373,0.10589709877967834,0.0005,257.0
"tensor(0.0833, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:55:25.727751,,,
"tensor(0.0971, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:55:26.022875,,,
"tensor(0.1059, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:55:26.305717,,,
"tensor(0.1036, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:55:26.588413,,,
"tensor(0.1213, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:55:26.859208,,,
"tensor(0.0945, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:55:27.175212,,,
"tensor(0.0877, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:55:27.455686,,,
"tensor(0.1004, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:55:27.740339,,,
"tensor(0.0807, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:55:28.035354,,,
"tensor(0.1558, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:55:28.299606,,,
"tensor(0.1190, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:55:28.551833,,,
"tensor(0.1276, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:55:28.832456,,,
"tensor(0.0911, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:55:29.287733,,,
,2021-02-28 17:55:30.497201,0.10522720217704773,0.0005,258.0
"tensor(0.0974, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:55:33.080289,,,
"tensor(0.1032, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:55:33.443157,,,
"tensor(0.0993, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:55:33.705942,,,
"tensor(0.1110, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:55:33.980701,,,
"tensor(0.0898, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:55:34.270040,,,
"tensor(0.1209, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:55:34.509296,,,
"tensor(0.1152, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:55:34.753590,,,
"tensor(0.0975, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:55:35.043164,,,
"tensor(0.1323, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:55:35.310207,,,
"tensor(0.1267, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:55:35.587838,,,
"tensor(0.0920, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:55:35.836766,,,
"tensor(0.0748, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:55:36.122820,,,
"tensor(0.0920, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:55:36.603148,,,
,2021-02-28 17:55:37.776871,0.10400956124067307,0.0005,259.0
"tensor(0.0644, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:55:40.354163,,,
"tensor(0.1823, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:55:40.652701,,,
"tensor(0.1875, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:55:40.880422,,,
"tensor(0.1279, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:55:41.123876,,,
"tensor(0.1121, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:55:41.367708,,,
"tensor(0.1367, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:55:41.648280,,,
"tensor(0.1068, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:55:41.926599,,,
"tensor(0.1014, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:55:42.218507,,,
"tensor(0.0917, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:55:42.494320,,,
"tensor(0.0989, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:55:42.785584,,,
"tensor(0.0903, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:55:43.064389,,,
"tensor(0.1267, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:55:43.350277,,,
"tensor(0.0968, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:55:43.780533,,,
,2021-02-28 17:55:45.051848,0.11718203872442245,0.0005,260.0
"tensor(0.1440, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:55:47.792450,,,
"tensor(0.1160, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:55:48.100909,,,
"tensor(0.0792, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:55:48.365280,,,
"tensor(0.0991, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:55:48.647268,,,
"tensor(0.1163, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:55:48.924063,,,
"tensor(0.1415, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:55:49.218016,,,
"tensor(0.1825, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:55:49.504802,,,
"tensor(0.1205, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:55:49.786929,,,
"tensor(0.1197, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:55:50.057146,,,
"tensor(0.0964, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:55:50.366980,,,
"tensor(0.0728, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:55:50.635396,,,
"tensor(0.1720, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:55:50.917144,,,
"tensor(0.1376, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:55:51.368932,,,
,2021-02-28 17:55:52.290357,0.12288084626197815,0.0005,261.0
"tensor(0.1934, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:55:54.899764,,,
"tensor(0.1911, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:55:55.236969,,,
"tensor(0.0815, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:55:55.528296,,,
"tensor(0.1532, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:55:55.844474,,,
"tensor(0.1649, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:55:56.088993,,,
"tensor(0.1113, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:55:56.350658,,,
"tensor(0.2021, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:55:56.639959,,,
"tensor(0.1430, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:55:56.926393,,,
"tensor(0.0868, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:55:57.194666,,,
"tensor(0.1180, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:55:57.464558,,,
"tensor(0.1268, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:55:57.750557,,,
"tensor(0.1146, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:55:58.014314,,,
"tensor(0.1017, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:55:58.443787,,,
,2021-02-28 17:55:59.575355,0.1375647485256195,0.0005,262.0
"tensor(0.1130, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:56:02.257848,,,
"tensor(0.0791, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:56:02.567594,,,
"tensor(0.1192, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:56:02.868043,,,
"tensor(0.1224, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:56:03.114393,,,
"tensor(0.1033, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:56:03.375996,,,
"tensor(0.1018, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:56:03.661376,,,
"tensor(0.1072, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:56:03.979654,,,
"tensor(0.0976, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:56:04.275095,,,
"tensor(0.1090, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:56:04.546430,,,
"tensor(0.1506, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:56:04.797455,,,
"tensor(0.1183, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:56:05.046010,,,
"tensor(0.0766, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:56:05.306365,,,
"tensor(0.1375, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:56:05.769626,,,
,2021-02-28 17:56:07.045348,0.11042752861976624,0.0005,263.0
"tensor(0.0689, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:56:09.723496,,,
"tensor(0.1419, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:56:10.041092,,,
"tensor(0.1492, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:56:10.292981,,,
"tensor(0.1355, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:56:10.584838,,,
"tensor(0.1006, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:56:10.839497,,,
"tensor(0.1414, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:56:11.122192,,,
"tensor(0.0778, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:56:11.385565,,,
"tensor(0.1087, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:56:11.712249,,,
"tensor(0.1036, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:56:12.008227,,,
"tensor(0.1434, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:56:12.305695,,,
"tensor(0.0872, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:56:12.561568,,,
"tensor(0.1113, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:56:12.836985,,,
"tensor(0.0911, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:56:13.327073,,,
,2021-02-28 17:56:14.555449,0.11235418915748596,0.0005,264.0
"tensor(0.1017, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:56:17.191980,,,
