loss,created_at,avg_val_loss,learning_rate,epoch
"tensor(0.4278, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:05.062910,,,
"tensor(0.3683, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:05.323606,,,
"tensor(0.4522, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:05.626689,,,
"tensor(0.5141, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:05.880716,,,
"tensor(0.5069, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:06.144296,,,
"tensor(0.3889, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:06.424841,,,
"tensor(0.5133, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:06.677480,,,
"tensor(0.4459, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:06.955723,,,
"tensor(0.4436, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:07.212984,,,
"tensor(0.3571, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:07.603835,,,
,2021-02-28 17:39:08.545133,0.4623950123786926,0.0005,104.0
"tensor(0.4268, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:09.781579,,,
"tensor(0.3405, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:10.113208,,,
"tensor(0.4215, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:10.388182,,,
"tensor(0.4864, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:10.698497,,,
"tensor(0.4192, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:10.996472,,,
"tensor(0.3975, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:11.270266,,,
"tensor(0.4506, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:11.527101,,,
"tensor(0.3524, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:11.796592,,,
"tensor(0.6086, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:12.059833,,,
"tensor(0.5457, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:12.366245,,,
"tensor(0.4622, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:12.622497,,,
"tensor(0.4512, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:12.902120,,,
"tensor(0.4880, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:13.261945,,,
,2021-02-28 17:39:14.353298,0.4500472843647003,0.0005,105.0
"tensor(0.5102, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:15.570959,,,
"tensor(0.3311, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:15.945870,,,
"tensor(0.5465, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:16.228914,,,
"tensor(0.5423, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:16.468908,,,
"tensor(0.4332, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:16.724576,,,
"tensor(0.3581, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:16.984502,,,
"tensor(0.4113, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:17.242338,,,
"tensor(0.5221, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:17.523042,,,
"tensor(0.2814, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:17.836121,,,
"tensor(0.4332, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:18.107379,,,
"tensor(0.4007, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:18.388586,,,
"tensor(0.4001, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:18.673432,,,
"tensor(0.5400, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:19.030465,,,
,2021-02-28 17:39:20.121983,0.43924596905708313,0.0005,106.0
"tensor(0.4939, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:21.373458,,,
"tensor(0.4382, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:21.699869,,,
"tensor(0.3327, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:21.953150,,,
"tensor(0.3681, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:22.211487,,,
"tensor(0.3879, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:22.489356,,,
"tensor(0.5431, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:22.754140,,,
"tensor(0.2978, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:23.016041,,,
"tensor(0.3959, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:23.329410,,,
"tensor(0.4984, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:23.618096,,,
"tensor(0.4138, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:23.885487,,,
"tensor(0.4357, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:24.154049,,,
"tensor(0.4744, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:24.430272,,,
"tensor(0.4995, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:24.797255,,,
,2021-02-28 17:39:25.831073,0.42917901277542114,0.0005,107.0
"tensor(0.3317, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:27.178725,,,
"tensor(0.5264, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:27.487843,,,
"tensor(0.3210, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:27.731889,,,
"tensor(0.4132, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:27.985422,,,
"tensor(0.3455, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:28.261684,,,
"tensor(0.4147, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:28.528656,,,
"tensor(0.3659, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:28.866575,,,
"tensor(0.5388, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:29.123357,,,
"tensor(0.4605, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:29.378237,,,
"tensor(0.4641, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:29.668037,,,
"tensor(0.4059, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:29.952347,,,
"tensor(0.5917, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:30.190149,,,
"tensor(0.4308, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:30.548833,,,
,2021-02-28 17:39:31.469736,0.4315515458583832,0.0005,108.0
"tensor(0.4283, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:32.701963,,,
"tensor(0.5033, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:32.998115,,,
"tensor(0.4905, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:33.239951,,,
"tensor(0.3840, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:33.498164,,,
"tensor(0.5255, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:33.819821,,,
"tensor(0.5106, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:34.132363,,,
"tensor(0.3414, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:34.418179,,,
"tensor(0.4828, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:34.673145,,,
"tensor(0.3660, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:34.929051,,,
"tensor(0.4019, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:35.191829,,,
"tensor(0.4395, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:35.438504,,,
"tensor(0.3546, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:35.754478,,,
"tensor(0.3436, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:36.104082,,,
,2021-02-28 17:39:37.011583,0.42862191796302795,0.0005,109.0
"tensor(0.3758, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:38.366522,,,
"tensor(0.3007, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:38.654419,,,
"tensor(0.5138, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:38.912124,,,
"tensor(0.4754, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:39.177497,,,
"tensor(0.3308, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:39.482713,,,
"tensor(0.4951, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:39.754891,,,
"tensor(0.3320, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:40.024069,,,
"tensor(0.4537, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:40.283469,,,
"tensor(0.4851, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:40.587430,,,
"tensor(0.3847, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:40.882040,,,
"tensor(0.4010, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:41.205803,,,
"tensor(0.3257, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:41.460674,,,
"tensor(0.4151, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:41.849583,,,
,2021-02-28 17:39:42.729312,0.40685024857521057,0.0005,110.0
"tensor(0.3838, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:44.126306,,,
"tensor(0.5572, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:44.428528,,,
"tensor(0.3233, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:44.697440,,,
"tensor(0.3739, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:45.009548,,,
"tensor(0.4478, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:45.252465,,,
"tensor(0.3249, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:45.504521,,,
"tensor(0.2736, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:45.788813,,,
"tensor(0.3572, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:46.042079,,,
"tensor(0.5197, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:46.310513,,,
"tensor(0.4741, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:46.594000,,,
"tensor(0.3000, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:46.898065,,,
"tensor(0.4536, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:47.151334,,,
"tensor(0.3898, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:47.500093,,,
,2021-02-28 17:39:48.193749,0.398381769657135,0.0005,111.0
"tensor(0.3723, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:49.577902,,,
"tensor(0.3363, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:49.885614,,,
"tensor(0.3638, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:50.185152,,,
"tensor(0.4010, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:50.439055,,,
"tensor(0.5135, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:50.698829,,,
"tensor(0.3395, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:50.990918,,,
"tensor(0.3892, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:51.281390,,,
"tensor(0.3425, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:51.535367,,,
"tensor(0.5078, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:51.811803,,,
"tensor(0.3191, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:52.062803,,,
"tensor(0.4907, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:52.366063,,,
"tensor(0.4145, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:52.613504,,,
"tensor(0.3189, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:52.980542,,,
,2021-02-28 17:39:53.702225,0.39302003383636475,0.0005,112.0
"tensor(0.3644, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:55.117367,,,
"tensor(0.4119, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:55.432069,,,
"tensor(0.4340, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:55.680856,,,
"tensor(0.3842, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:55.918464,,,
"tensor(0.3065, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:56.204556,,,
"tensor(0.3953, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:56.478085,,,
"tensor(0.5466, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:56.743707,,,
"tensor(0.3523, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:57.028289,,,
"tensor(0.3459, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:57.294808,,,
"tensor(0.4131, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:57.621040,,,
"tensor(0.4518, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:57.909377,,,
"tensor(0.3755, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:58.151537,,,
"tensor(0.3560, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:39:58.515895,,,
,2021-02-28 17:39:59.207898,0.3952068090438843,0.0005,113.0
"tensor(0.3841, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:40:00.518791,,,
"tensor(0.3426, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:40:00.830736,,,
"tensor(0.3472, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:40:01.113339,,,
"tensor(0.3275, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:40:01.418578,,,
"tensor(0.4597, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:40:01.665194,,,
"tensor(0.3104, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:40:01.928780,,,
"tensor(0.3893, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:40:02.225279,,,
"tensor(0.3809, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:40:02.526071,,,
"tensor(0.4511, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:40:02.812589,,,
"tensor(0.3803, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:40:03.130855,,,
"tensor(0.4034, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:40:03.404386,,,
"tensor(0.4677, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:40:03.665400,,,
"tensor(0.3658, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:40:04.067572,,,
,2021-02-28 17:40:04.778835,0.38537436723709106,0.0005,114.0
"tensor(0.3364, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:40:06.193227,,,
"tensor(0.4031, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:40:06.507222,,,
"tensor(0.3779, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:40:06.773943,,,
"tensor(0.3195, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:40:07.059010,,,
"tensor(0.3966, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:40:07.335350,,,
"tensor(0.3711, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:40:07.619949,,,
"tensor(0.3640, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:40:07.891438,,,
"tensor(0.3385, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:40:08.131054,,,
"tensor(0.3720, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:40:08.415259,,,
"tensor(0.3767, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:40:08.700314,,,
"tensor(0.4365, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:40:09.002090,,,
"tensor(0.3072, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:40:09.246723,,,
"tensor(0.4324, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:40:09.619757,,,
,2021-02-28 17:40:10.312120,0.3716846704483032,0.0005,115.0
"tensor(0.3194, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:40:11.790909,,,
"tensor(0.4566, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:40:12.111282,,,
"tensor(0.2788, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:40:12.361460,,,
"tensor(0.3832, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:40:12.615199,,,
"tensor(0.3600, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:40:12.918793,,,
"tensor(0.4872, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:40:13.221185,,,
"tensor(0.3417, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:40:13.502337,,,
"tensor(0.2839, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:40:13.795631,,,
"tensor(0.3545, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:40:14.076981,,,
"tensor(0.2709, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:40:14.324227,,,
"tensor(0.3195, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:40:14.580899,,,
"tensor(0.2695, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:40:14.904673,,,
"tensor(0.3821, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:40:15.296774,,,
,2021-02-28 17:40:16.147575,0.3467341363430023,0.0005,116.0
"tensor(0.4388, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:40:17.624200,,,
"tensor(0.2777, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:40:17.921988,,,
"tensor(0.3720, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:40:18.183774,,,
"tensor(0.3137, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:40:18.461220,,,
"tensor(0.2758, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:40:18.787114,,,
"tensor(0.3672, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:40:19.030224,,,
"tensor(0.3069, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:40:19.286356,,,
"tensor(0.3159, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:40:19.571250,,,
"tensor(0.3719, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:40:19.857897,,,
"tensor(0.3142, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:40:20.148183,,,
"tensor(0.3418, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:40:20.442775,,,
"tensor(0.3156, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:40:20.705700,,,
"tensor(0.4085, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:40:21.118328,,,
,2021-02-28 17:40:21.884314,0.33999958634376526,0.0005,117.0
"tensor(0.3750, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:40:23.343995,,,
"tensor(0.3821, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:40:23.678556,,,
"tensor(0.2526, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:40:23.998008,,,
"tensor(0.2788, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:40:24.287888,,,
"tensor(0.3856, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:40:24.554985,,,
"tensor(0.2087, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:40:24.813067,,,
"tensor(0.3666, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:40:25.058295,,,
"tensor(0.3230, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:40:25.300671,,,
"tensor(0.4463, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:40:25.566901,,,
"tensor(0.2976, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:40:25.871242,,,
"tensor(0.3506, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:40:26.123049,,,
"tensor(0.3915, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:40:26.401964,,,
"tensor(0.3352, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:40:26.776022,,,
,2021-02-28 17:40:27.496167,0.3379610478878021,0.0005,118.0
"tensor(0.3622, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:40:28.946043,,,
"tensor(0.2168, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:40:29.285216,,,
"tensor(0.3267, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:40:29.599075,,,
"tensor(0.3533, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:40:29.868178,,,
"tensor(0.4274, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:40:30.119703,,,
"tensor(0.3376, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:40:30.398091,,,
"tensor(0.2800, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:40:30.688187,,,
"tensor(0.3337, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:40:30.964596,,,
"tensor(0.3479, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:40:31.239291,,,
"tensor(0.3981, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:40:31.557519,,,
"tensor(0.3413, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:40:31.847635,,,
"tensor(0.3366, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:40:32.124690,,,
"tensor(0.3045, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:40:32.503551,,,
,2021-02-28 17:40:33.233365,0.33584845066070557,0.0005,119.0
"tensor(0.3177, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:40:34.705396,,,
"tensor(0.2541, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:40:35.030892,,,
"tensor(0.3576, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:40:35.332475,,,
"tensor(0.3964, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:40:35.614305,,,
"tensor(0.3498, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:40:35.869426,,,
"tensor(0.4806, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:40:36.119104,,,
"tensor(0.3513, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:40:36.410280,,,
"tensor(0.3463, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:40:36.657012,,,
"tensor(0.4180, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:40:36.935498,,,
"tensor(0.4622, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:40:37.204203,,,
"tensor(0.3889, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:40:37.507193,,,
"tensor(0.2873, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:40:37.790948,,,
"tensor(0.3613, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:40:38.193141,,,
,2021-02-28 17:40:38.900569,0.36704057455062866,0.0005,120.0
"tensor(0.4824, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:40:40.233842,,,
"tensor(0.4656, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:40:40.518948,,,
"tensor(0.3248, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:40:40.792354,,,
"tensor(0.3443, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:40:41.043922,,,
"tensor(0.4670, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:40:41.362316,,,
"tensor(0.3148, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:40:41.628769,,,
"tensor(0.4366, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:40:41.876337,,,
"tensor(0.3701, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:40:42.168720,,,
"tensor(0.3476, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:40:42.424667,,,
"tensor(0.2841, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:40:42.670567,,,
"tensor(0.3509, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:40:42.932939,,,
"tensor(0.2238, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:40:43.222643,,,
"tensor(0.3473, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:40:43.591038,,,
,2021-02-28 17:40:44.307289,0.36609694361686707,0.0005,121.0
"tensor(0.3161, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:40:45.697359,,,
"tensor(0.4056, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:40:45.989353,,,
"tensor(0.2997, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:40:46.285299,,,
"tensor(0.3285, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:40:46.566542,,,
"tensor(0.3659, device='cuda:0', grad_fn=<AddBackward0>)",2021-02-28 17:40:46.838036,,,
